,population
HEREDIA|SAN RAFAEL|LOS ANGELES,4879
PUNTARENAS|CENTRAL|SARDINAL DE ACAPULCO,976
SAN JOSE|PEREZ ZELEDON|MIRAFLORES,418
HEREDIA|SANTO DOMINGO|PARACITO,2275
CONSULADO|ESTADOS UNIDOS|WASHINGTON,2643
CARTAGO|EL GUARCO|TOBOSI,4184
SAN JOSE|ACOSTA|AGUA BLANCA (PARTE NORTE),596
PUNTARENAS|PARRITA|SAN RAFAEL NORTE (RIO SECO),479
LIMON|SIQUIRRES|FINCA IMPERIO 2,973
ALAJUELA|SAN RAMON|SAN ISIDRO,2123
PUNTARENAS|BUENOS AIRES|BAJO LAS BRISAS,904
ALAJUELA|SARCHI|SAN PEDRO,1597
SAN JOSE|MORAVIA|LA ISLA,3752
ALAJUELA|CENTRAL|RINCON DE HERRERA,2619
SAN JOSE|ACOSTA|BIJAGUAL,251
SAN JOSE|PEREZ ZELEDON|BONITA,1147
SAN JOSE|DOTA|LA CIMA,340
PUNTARENAS|PARRITA|PLAYON SUR,404
SAN JOSE|ALAJUELITA|SAN ANTONIO O EL LLANO,1681
PUNTARENAS|CENTRAL|PUNTARENAS,2292
PUNTARENAS|COTO BRUS|SABALITO,3894
GUANACASTE|HOJANCHA|HOJANCHA,2445
PUNTARENAS|CENTRAL|CABO BLANCO DEL GOLFO,403
PUNTARENAS|QUEPOS|LA INMACULADA,4171
PUNTARENAS|PARRITA|VALLE VASCONIA (BARRO),239
SAN JOSE|TARRAZU|ZAPOTAL,195
LIMON|POCOCI|GUAPILES,14470
CONSULADO|PANAMA|CIUDAD DE PANAMA,1051
ALAJUELA|CENTRAL|LAS PILAS,1187
ALAJUELA|CENTRAL|PACTO DEL JOCOTE,12244
GUANACASTE|SANTA CRUZ|SANTA CRUZ,12195
SAN JOSE|DESAMPARADOS|EL PORVENIR,5756
CARTAGO|CENTRAL|SAN ISIDRO O EL ALUMBRE,728
ALAJUELA|SAN CARLOS|SAN FRANCISCO O LA AQUILEA,786
LIMON|POCOCI|LA TERESA,1389
CARTAGO|CENTRAL|LOURDES,3404
PUNTARENAS|GOLFITO|GOLFITO,3883
PUNTARENAS|COTO BRUS|LAS MELLIZAS,576
CARTAGO|CENTRAL|SAN JUAN NORTE,595
LIMON|POCOCI|ASTUA PIRIE,4158
SAN JOSE|ACOSTA|HLE. ACOSTA,29
HEREDIA|SARAPIQUI|LAS HORQUETAS,2948
SAN JOSE|PEREZ ZELEDON|SAN FRANCISCO,866
PUNTARENAS|CORREDORES|BARRIO SAN JORGE,2834
GUANACASTE|SANTA CRUZ|LIMON,759
ALAJUELA|SAN CARLOS|QUESADA,7112
LIMON|TALAMANCA|PARAISO,1819
SAN JOSE|PURISCAL|SAN RAFAEL ARRIBA,1035
SAN JOSE|DESAMPARADOS|SAN CRISTOBAL NORTE,915
LIMON|CENTRAL|CONCEPCION,689
PUNTARENAS|CENTRAL|RIO NEGRO,271
HEREDIA|CENTRAL|GUARARI,12032
SAN JOSE|PEREZ ZELEDON|SAN ANDRES,3121
SAN JOSE|PURISCAL|BOCANA,104
HEREDIA|FLORES|SAN JOAQUIN,9193
ALAJUELA|SARCHI|BAJOS DEL TORO,176
ALAJUELA|CENTRAL|RINCON CHIQUITO,3022
SAN JOSE|GOICOECHEA|SAN FRANCISCO,1999
SAN JOSE|PEREZ ZELEDON|LA PIEDRA DE RIVAS,295
PUNTARENAS|BUENOS AIRES|CAÑAS,351
SAN JOSE|PEREZ ZELEDON|FATIMA,819
SAN JOSE|MORA|BRASIL,2263
SAN JOSE|TARRAZU|SAN CARLOS,911
HEREDIA|SANTO DOMINGO|LOS ANGELES,3126
SAN JOSE|LEON CORTES CASTRO|SAN ISIDRO,881
CARTAGO|TURRIALBA|SAUCE,634
CARTAGO|CENTRAL|HLE. ASILO DE LA VEJEZ,62
ALAJUELA|CENTRAL|MONTECILLOS (PARTE NORTE),4810
CARTAGO|LA UNION|EL CARMEN,2825
SAN JOSE|PEREZ ZELEDON|SANTA ROSA,938
CARTAGO|CENTRAL|SAN NICOLAS,6766
ALAJUELA|SAN CARLOS|SAN GERARDO,1032
PUNTARENAS|COTO BRUS|LA ADMINISTRACION (GUTIERREZ BRAUN,728
PUNTARENAS|OSA|CORONADO,840
LIMON|MATINA|LINEA B,1022
SAN JOSE|PEREZ ZELEDON|LOS CHILES,3348
LIMON|MATINA|ZENT,1431
CARTAGO|LA UNION|RIO AZUL,2923
ALAJUELA|CENTRAL|DESAMPARADOS,11595
ALAJUELA|PALMARES|ESQUIPULAS,5022
ALAJUELA|CENTRAL|LAS VUELTAS,1559
LIMON|POCOCI|CEDRAL,323
PUNTARENAS|CENTRAL|COBANO,3012
PUNTARENAS|CENTRAL|COROZAL,715
SAN JOSE|TURRUBARES|SAN ANTONIO DE TULIN,324
LIMON|GUACIMO|POCORA PARTE SUR,1761
SAN JOSE|PEREZ ZELEDON|CONCEPCION (PARTE ESTE),611
PUNTARENAS|PARRITA|EL TIGRE,1284
SAN JOSE|ACOSTA|COYOLAR,85
ALAJUELA|OROTINA|CUATRO ESQUINAS NORTE,1076
CONSULADO|NICARAGUA|MANAGUA,1164
PUNTARENAS|QUEPOS|SAN RAFAEL (CERROS),1024
SAN JOSE|PEREZ ZELEDON|CALLE MORAS,529
HEREDIA|SAN ISIDRO|SANTA ELENA,976
HEREDIA|FLORES|LLORENTE,5813
HEREDIA|SAN RAFAEL|SANTIAGO,4687
GUANACASTE|TILARAN|TIERRAS MORENAS,619
SAN JOSE|PEREZ ZELEDON|VILLANUEVA DE PEDREGOSO,819
PUNTARENAS|QUEPOS|LONDRES,856
LIMON|SIQUIRRES|MARYLAND,934
SAN JOSE|PEREZ ZELEDON|SAN RAFAEL DE SAN PEDRO,601
SAN JOSE|LEON CORTES CASTRO|SAN PABLO,2863
LIMON|POCOCI|SAN RAFAEL,3655
HEREDIA|SARAPIQUI|HUETARES,578
PUNTARENAS|CENTRAL|HLE. MARIA INMACULADA,34
ALAJUELA|NARANJO|SAN JOSE (SAN JUANILLO),1253
PUNTARENAS|COTO BRUS|BARRIO CANADA,1556
HEREDIA|SANTO DOMINGO|SAN LUIS,2777
ALAJUELA|LOS CHILES|MEDIO QUESO,462
ALAJUELA|GRECIA|RINCON DE ARIAS,2591
CARTAGO|CENTRAL|QUEBRADILLA,3865
LIMON|SIQUIRRES|ALEGRIA,1677
SAN JOSE|PEREZ ZELEDON|SAN CARLOS,380
LIMON|POCOCI|SAN ANTONIO (EL HUMO),2702
HEREDIA|SAN ISIDRO|SAN ISIDRO,8283
SAN JOSE|PEREZ ZELEDON|LA LINDA,461
LIMON|POCOCI|SAN PEDRO,1774
PUNTARENAS|OSA|DOMINICALITO,733
LIMON|SIQUIRRES|SAN ALEJO SANTA MARTA,814
PUNTARENAS|QUEPOS|PAQUITA,1155
SAN JOSE|TURRUBARES|POTENCIANA ARRIBA,75
PUNTARENAS|QUEPOS|CERRITOS,332
SAN JOSE|ASERRI|TARBACA O PRAGA,1400
CARTAGO|TURRIALBA|LA SUIZA,3622
SAN JOSE|ACOSTA|CASPIROLA,106
ALAJUELA|SAN CARLOS|CARMEN,3111
SAN JOSE|PEREZ ZELEDON|RIO QUEBRADAS ARRIBA,39
SAN JOSE|PEREZ ZELEDON|ROSARIO O ARRONIS,544
SAN JOSE|DESAMPARADOS|JERICO,1027
GUANACASTE|CARRILLO|FILADELFIA,5171
HEREDIA|SARAPIQUI|SAN JULIAN,407
SAN JOSE|PURISCAL|JILGUERAL,172
LIMON|POCOCI|SANTA ROSA,456
PUNTARENAS|BUENOS AIRES|GUAGARAL,236
CONSULADO|ITALIA|ROMA,429
SAN JOSE|PEREZ ZELEDON|LA PALMA,1258
PUNTARENAS|GOLFITO|KILOMETRO 20,518
HEREDIA|BARVA|SAN PABLO,4506
SAN JOSE|DESAMPARADOS|SAN LORENZO,6680
SAN JOSE|CENTRAL|LA CARPIO,6363
SAN JOSE|TURRUBARES|SAN RAFAEL,76
ALAJUELA|CENTRAL|TACACORI,1774
LIMON|POCOCI|LA MARINA,881
PUNTARENAS|OSA|FINCA SEIS-ONCE,1165
SAN JOSE|TURRUBARES|SAN PEDRO,522
SAN JOSE|MORA|BAJO DE LOAIZA (SAN LORENZO),239
ALAJUELA|ZARCERO|HLE. SAN RAFAEL,30
ALAJUELA|SAN CARLOS|MUELLE DE SAN CARLOS,1025
SAN JOSE|DESAMPARADOS|BUSTAMANTE O ALCIRA,923
ALAJUELA|SAN MATEO|SAN MATEO,1728
PUNTARENAS|OSA|PIEDRAS BLANCAS,1253
LIMON|GUACIMO|RIO JIMENEZ (BALSAVILLE),5271
PUNTARENAS|BUENOS AIRES|NARANJOS,245
SAN JOSE|TURRUBARES|SAN JUAN DE MATA,421
LIMON|MATINA|CORINA,544
ALAJUELA|SAN CARLOS|LA TIGRA,1661
SAN JOSE|DESAMPARADOS|HLE. OFELIA CARVAJAL DE NARANJO,69
SAN JOSE|PEREZ ZELEDON|MESAS,978
ALAJUELA|SAN RAMON|SECTOR LOS ANGELES,752
CARTAGO|PARAISO|LLANOS DE SANTA LUCIA,12224
SAN JOSE|PEREZ ZELEDON|PILAR,1202
PUNTARENAS|OSA|RIYITO DE SIERPE,98
SAN JOSE|LEON CORTES CASTRO|ANGOSTURA ABAJO,247
SAN JOSE|SANTA ANA|MATINILLA,403
GUANACASTE|NICOYA|QUIRIMAN,408
GUANACASTE|LIBERIA|QUEBRADA GRANDE O GARCIA FLAMENCO,1116
SAN JOSE|MORA|SAN ISIDRO DE CHUCAS (BALSILLA),47
SAN JOSE|MORAVIA|PLATANARES,2287
PUNTARENAS|BUENOS AIRES|POTRERO GRANDE,1174
SAN JOSE|LEON CORTES CASTRO|SAN RAFAEL ABAJO (BENEFICIO CAFE),322
SAN JOSE|PEREZ ZELEDON|CENIZA,784
PUNTARENAS|GOLFITO|LA FORTUNA DE COTO,86
GUANACASTE|NANDAYURE|CARMONA,1975
PUNTARENAS|PARRITA|PIRRIS,90
PUNTARENAS|OSA|RINCON DEL GOLFO,255
ALAJUELA|OROTINA|PARCELAS TRINIDAD (UVITA),694
SAN JOSE|DOTA|PROVIDENCIA,202
LIMON|CENTRAL|URBANIZACION PACUARE,5537
SAN JOSE|GOICOECHEA|CUADROS,6392
SAN JOSE|ASERRI|LIMONAL,309
PUNTARENAS|COTO BRUS|SABANILLA,589
HEREDIA|SARAPIQUI|LA VIRGEN,3122
SAN JOSE|PEREZ ZELEDON|SANTA EDUVIGIS,216
SAN JOSE|DESAMPARADOS|VIOLETA (RINCON MORALES),218
SAN JOSE|PEREZ ZELEDON|MIRAVALLES,652
ALAJUELA|CENTRAL|QUEBRADAS,1404
PUNTARENAS|CORREDORES|NARANJO,1805
ALAJUELA|CENTRAL|TAMBOR (SANTA ANA),2339
SAN JOSE|DESAMPARADOS|ROSARIO,1612
ALAJUELA|RIO CUARTO|SANTA RITA,1542
SAN JOSE|ACOSTA|BAJO DE JORCO (PARTE ESTE),376
GUANACASTE|ABANGARES|LAS JUNTAS,5119
LIMON|POCOCI|EL CEIBO,374
SAN JOSE|PEREZ ZELEDON|SAN CRISTOBAL O TINAMASTE,615
SAN JOSE|CURRIDABAT|CIUDADELA QUINCE DE AGOSTO,6164
PUNTARENAS|CORREDORES|LA CUESTA,3685
ALAJUELA|SAN CARLOS|EL TANQUE,1362
PUNTARENAS|GOLFITO|RIO CLARO,6527
PUNTARENAS|CENTRAL|BARRIO EL CARMEN,3346
HEREDIA|SAN PABLO|HLE.ALFRED Y DELIA GONZALEZ FLORES,51
SAN JOSE|DESAMPARADOS|SAN CRISTOBAL SUR,923
ALAJUELA|SAN RAMON|PIEDADES NORTE,1247
SAN JOSE|MORA|LLANO GRANDE,325
HEREDIA|SARAPIQUI|LA RAMBLA,590
CARTAGO|EL GUARCO|SAN ISIDRO,5594
SAN JOSE|TURRUBARES|MONTELIMAR (LOS SITIOS),298
ALAJUELA|GUATUSO|KATIRA,2341
SAN JOSE|PEREZ ZELEDON|TIRRA,242
HEREDIA|SARAPIQUI|FINCA DOS,1231
PUNTARENAS|BUENOS AIRES|EL CARMEN,670
SAN JOSE|PEREZ ZELEDON|SAN JERONIMO,470
SAN JOSE|MORA|JARIS,925
SAN JOSE|PEREZ ZELEDON|DESAMPARADOS,101
ALAJUELA|ATENAS|CONCEPCION,2273
LIMON|CENTRAL|PROGRESO,752
ALAJUELA|RIO CUARTO|LA ESPAÑOLITA,253
SAN JOSE|PURISCAL|CHARCON (RIO VIEJO),248
ALAJUELA|SAN CARLOS|LOS ANGELES,2832
SAN JOSE|PURISCAL|ZAPATON (SAN CARLOS),359
SAN JOSE|ESCAZU|HLE. MAGDALA,31
PUNTARENAS|PARRITA|SURUBRES,184
PUNTARENAS|GOLFITO|CARACOL NORTE (PARTE),139
GUANACASTE|NICOYA|SAN JOAQUIN,703
GUANACASTE|SANTA CRUZ|SAN JUANILLO,262
ALAJUELA|SAN CARLOS|BUENOS AIRES DE VENECIA,1060
PUNTARENAS|CORREDORES|FORTUNA,939
CARTAGO|OREAMUNO|ALTO CERRILLOS(CORAZON DE JESUS),4153
HEREDIA|CENTRAL|LAGUNILLA,5595
CARTAGO|CENTRAL|ALTO DE OCHOMOGO,2507
PUNTARENAS|BUENOS AIRES|EL PEJE,640
ALAJUELA|SAN CARLOS|SAHINO O SAN JORGE,649
ALAJUELA|SAN RAMON|VOLIO,1611
LIMON|CENTRAL|CORALES 2,5665
GUANACASTE|HOJANCHA|PUERTO CARRILLO,323
ALAJUELA|CENTRAL|PUEBLO NUEVO,4313
SAN JOSE|ALAJUELITA|LAMPARAS O CORAZON DE JESUS,466
SAN JOSE|PEREZ ZELEDON|SAN JUAN DE MIRAMAR (ALTO SN JUAN),211
ALAJUELA|SAN CARLOS|EL CORTE (SANTA ROSA),855
LIMON|POCOCI|TICABAN,1593
HEREDIA|SANTO DOMINGO|CASTILLA (EL CARMEN),1519
LIMON|SIQUIRRES|SIQUIRRES,7990
HEREDIA|SAN RAFAEL|SAN MIGUEL O PALMAR (ESTE),1942
CARTAGO|CENTRAL|EL CARMEN,7622
SAN JOSE|DESAMPARADOS|LA JOYA,173
HEREDIA|SARAPIQUI|RANCHO CHILAMATE,278
PUNTARENAS|PARRITA|BAMBU,76
HEREDIA|SANTO DOMINGO|SAN MIGUEL,3262
ALAJUELA|CENTRAL|SIQUIARES,262
ALAJUELA|SAN CARLOS|CERRO CORTES,861
SAN JOSE|DESAMPARADOS|HLE.C.G. MANANTIAL DE VIDA SAN RAF,30
SAN JOSE|ACOSTA|TOLEDO,173
LIMON|POCOCI|TORO AMARILLO,4534
ALAJUELA|NARANJO|CANDELARIA (BAJO CORRALES),2284
PUNTARENAS|CENTRAL|JICARAL,2574
PUNTARENAS|ESPARZA|ESPARZA,8867
ALAJUELA|CENTRAL|SAN ISIDRO,2075
ALAJUELA|LOS CHILES|PAVON,1910
SAN JOSE|MORA|BAJO DE BUSTAMANTE O ANGELES,157
SAN JOSE|ACOSTA|SAN LUIS,1687
PUNTARENAS|CENTRAL|LA TIGRA (BELLAVISTA),97
SAN JOSE|PEREZ ZELEDON|SAN RAFAEL DE PLATANARES,1390
ALAJUELA|SAN CARLOS|LOS CHILES,1870
LIMON|GUACIMO|ARGENTINA,653
PUNTARENAS|CORREDORES|BARRIO NUEVO DE VERACRUZ (COL.SUR),982
PUNTARENAS|COTO BRUS|CAMPO TRES,567
PUNTARENAS|CENTRAL|POCHOTE,217
SAN JOSE|PEREZ ZELEDON|AGUAS BUENAS,397
SAN JOSE|MORAVIA|LOS SITIOS,3486
PUNTARENAS|GOLFITO|LA MONA,2697
SAN JOSE|DESAMPARADOS|LAS LOMAS,962
SAN JOSE|LEON CORTES CASTRO|SANTA JUANA,108
SAN JOSE|DOTA|JARDIN,338
PUNTARENAS|ESPARZA|GUADALUPE O MARATON,144
ALAJUELA|PALMARES|PALMARES,4813
PUNTARENAS|CENTRAL|CHAGUITE,2839
LIMON|POCOCI|BUENOS AIRES,659
SAN JOSE|PEREZ ZELEDON|SAN JUAN DE DIOS O GUABO,354
CARTAGO|CENTRAL|SAN BLAS,6331
ALAJUELA|CENTRAL|CAI. ADULTO MAYOR,83
PUNTARENAS|CORREDORES|ABROJO NORTE(VEGAS ABRO N),645
HEREDIA|BARVA|SAN PEDRO,5935
SAN JOSE|SANTA ANA|LA MINA,807
SAN JOSE|PEREZ ZELEDON|SOCORRO,206
HEREDIA|SARAPIQUI|SAN BERNARDINO,435
ALAJUELA|POAS|CARRILLOS ALTO,2377
ALAJUELA|SAN RAMON|CHACHAGUA,2247
SAN JOSE|DESAMPARADOS|HLE. SAN CAYETANO,35
SAN JOSE|ASERRI|EL TIGRE,189
SAN JOSE|ASERRI|URUCA,519
CARTAGO|CENTRAL|LOMA LARGA,397
ALAJUELA|ATENAS|JESUS,1869
GUANACASTE|CAÑAS|LAS PALMAS,3615
ALAJUELA|POAS|GUATUZA,899
PUNTARENAS|BUENOS AIRES|JABILLO,367
PUNTARENAS|COTO BRUS|SAN MIGUEL DE LA FRONTERA,1228
ALAJUELA|NARANJO|SAN JUAN (ACEQUIA GRANDE),1572
SAN JOSE|ESCAZU|BEBEDERO O SAN FRANCISCO,684
CARTAGO|TURRIALBA|PAVONES,1132
SAN JOSE|PURISCAL|SANTA MARTA,359
SAN JOSE|TARRAZU|SAN JERONIMO,563
LIMON|GUACIMO|SANTA ROSA,1117
ALAJUELA|SAN CARLOS|PITAL,5999
CARTAGO|TURRIALBA|MARGOT,3069
SAN JOSE|PEREZ ZELEDON|HERRADURA,229
PUNTARENAS|COTO BRUS|SANTA ELENA,495
SAN JOSE|PURISCAL|DESAMPARADITOS,621
CARTAGO|CENTRAL|CABALLO BLANCO (SUR CARRETERA),3831
PUNTARENAS|GOLFITO|CAÑAZA DE JIMENEZ,1245
PUNTARENAS|COTO BRUS|LOURDES,1038
PUNTARENAS|PARRITA|CHIRRACA,94
PUNTARENAS|COTO BRUS|LA UNION DE LIMONCITO,399
LIMON|CENTRAL|GUARIA,1471
PUNTARENAS|PARRITA|PALO SECO,279
SAN JOSE|PURISCAL|SAN MIGUEL,147
PUNTARENAS|COTO BRUS|FILA MENDEZ,402
CARTAGO|EL GUARCO|BARRIO NUEVO,6603
ALAJUELA|CENTRAL|CACAO,4075
PUNTARENAS|CENTRAL|FRAY CASIANO DE MADRID,5969
ALAJUELA|CENTRAL|LOS ANGELES,1144
PUNTARENAS|COTO BRUS|PIEDRA PINTADA,623
PUNTARENAS|COTO BRUS|ROBLE,427
PUNTARENAS|CENTRAL|SAN MIGUEL DE RIO BLANCO,263
ALAJUELA|NARANJO|CAÑUELA ARRIBA,296
SAN JOSE|GOICOECHEA|RANCHO REDONDO,872
LIMON|POCOCI|LAS MERCEDES (NAJERA),1116
PUNTARENAS|COTO BRUS|AGUAS CLARAS,965
GUANACASTE|LIBERIA|BARRIO LA CRUZ,1483
PUNTARENAS|OSA|PUERTO CORTES,3291
GUANACASTE|LIBERIA|LIBERIA,6427
ALAJUELA|SAN CARLOS|FLORENCIA,3615
SAN JOSE|SANTA ANA|BRASIL,1831
CARTAGO|TURRIALBA|AQUIARES O LA ISLA,1207
SAN JOSE|PEREZ ZELEDON|BAJO ESPERANZA,270
PUNTARENAS|BUENOS AIRES|UJARRAS,1039
SAN JOSE|PEREZ ZELEDON|SIERRA,186
PUNTARENAS|QUEPOS|MATAPALO,671
PUNTARENAS|QUEPOS|MANUEL ANTONIO,1348
SAN JOSE|PEREZ ZELEDON|LA UNION DE SAN PEDRO,1270
CARTAGO|CENTRAL|SAN ANTONIO,823
SAN JOSE|PEREZ ZELEDON|RIO GRANDE,479
HEREDIA|BELEN|LA ASUNCION,4134
PUNTARENAS|CENTRAL|DOMINICAS,755
SAN JOSE|PEREZ ZELEDON|PEÑAS BLANCAS,1623
PUNTARENAS|QUEPOS|RONCADOR,598
LIMON|CENTRAL|BANANITO NORTE,1183
SAN JOSE|ACOSTA|TERUEL,310
LIMON|CENTRAL|VALLE DE LAS ROSAS,843
PUNTARENAS|QUEPOS|HATILLO VIEJO (SANTA MARTA),533
PUNTARENAS|BUENOS AIRES|BORUCA,1252
LIMON|SIQUIRRES|PORTON IBERIA,464
CARTAGO|OREAMUNO|BOSQUE,6150
CARTAGO|PARAISO|PARAISO,16575
CARTAGO|TURRIALBA|CHITARIA,668
GUANACASTE|BAGACES|BAGACES,5475
CARTAGO|LA UNION|SAN VICENTE,2376
HEREDIA|SARAPIQUI|RIO FRIO,3834
LIMON|POCOCI|LOS ANGELES,1594
CARTAGO|TURRIALBA|CARMEN LYRA,3334
PUNTARENAS|OSA|CHOCUACO ARRIBA,126
PUNTARENAS|GOLFITO|KILOMETRO 16,426
CARTAGO|TURRIALBA|AZUL,2311
GUANACASTE|SANTA CRUZ|FLORIDA,378
SAN JOSE|ACOSTA|LINDA VISTA,377
ALAJUELA|GRECIA|LOS LOTES (SAN VICENTE),732
LIMON|CENTRAL|LIMONCITO O BARRIO QUINTO,5648
LIMON|CENTRAL|LA COLONIA,713
CONSULADO|ALEMANIA|BERLIN,973
ALAJUELA|SAN MATEO|JESUS MARIA,886
LIMON|POCOCI|DIAMANTES,3407
SAN JOSE|PEREZ ZELEDON|PALMITAL,245
ALAJUELA|SAN RAMON|ANGOSTURA,170
ALAJUELA|CENTRAL|ITIQUIS,3351
LIMON|POCOCI|SAN BOSCO,902
PUNTARENAS|OSA|UVITA,2654
SAN JOSE|PEREZ ZELEDON|AGUILA ABAJO,537
SAN JOSE|PEREZ ZELEDON|CANAAN,276
GUANACASTE|LIBERIA|MORACIA,5483
SAN JOSE|ACOSTA|LAS LIMAS,73
PUNTARENAS|ESPARZA|MARAÑONAL (PARTE OESTE),2950
LIMON|SIQUIRRES|INDIANA TRES,857
SAN JOSE|LEON CORTES CASTRO|CARRIZALES,520
PUNTARENAS|PARRITA|VUELTA DE POCARES,190
CARTAGO|TURRIALBA|LAS AMERICAS,4830
ALAJUELA|SARCHI|SARCHI NORTE,5598
ALAJUELA|OROTINA|HLE. PRESBITERO JESUS MARIA VARGAS,33
GUANACASTE|NICOYA|GAMALOTAL,409
HEREDIA|SARAPIQUI|GUARIA,1801
HEREDIA|BARVA|SAN ROQUE,3233
LIMON|GUACIMO|SAN LUIS,1109
GUANACASTE|SANTA CRUZ|VILLARREAL,2749
CONSULADO|ESTADOS UNIDOS|HOUSTON,2762
SAN JOSE|PEREZ ZELEDON|VILLA ARGENTINA,401
PUNTARENAS|COTO BRUS|SANTA CLARA,398
ALAJUELA|GRECIA|LOS ANGELES DE BOLIVAR,2663
PUNTARENAS|OSA|LA NAVIDAD,316
SAN JOSE|ASERRI|TRANQUERILLAS,558
ALAJUELA|CENTRAL|SAN LUIS,1101
PUNTARENAS|GOLFITO|VIQUILLAS,848
PUNTARENAS|ESPARZA|EL BARON,532
SAN JOSE|MORA|SAN RAFAEL (CEDRAL),329
SAN JOSE|PEREZ ZELEDON|SAN AGUSTIN,167
ALAJUELA|CENTRAL|GUACIMA (SANTIAGO OESTE),5424
PUNTARENAS|QUEPOS|DOS BOCAS,86
PUNTARENAS|QUEPOS|SILENCIO,467
ALAJUELA|SAN RAMON|CONCEPCION,2027
PUNTARENAS|COTO BRUS|BAJO REYES,616
ALAJUELA|OROTINA|HACIENDA VIEJA,993
HEREDIA|SAN RAFAEL|MONTECITO,705
PUNTARENAS|COTO BRUS|SAN RAMON,688
PUNTARENAS|GARABITO|HERRADURA,3262
LIMON|SIQUIRRES|EL COCO,755
CARTAGO|TURRIALBA|JABILLOS,967
ALAJUELA|CENTRAL|EL ROBLE,9530
CARTAGO|TURRIALBA|RECREO,912
PUNTARENAS|QUEPOS|SABALO,312
PUNTARENAS|GOLFITO|HLE. GOLFITO,33
SAN JOSE|DOTA|TRINIDAD,222
PUNTARENAS|COTO BRUS|SAN FRANCISCO DE AGUA BUENA,821
ALAJUELA|UPALA|COLONIA PUNTARENAS,1943
HEREDIA|SARAPIQUI|NARANJAL,997
PUNTARENAS|QUEPOS|PORTALON,385
SAN JOSE|ASERRI|OJO DE AGUA (PARTE NOROESTE),131
GUANACASTE|TILARAN|ARENAL NUEVO,1637
HEREDIA|SAN ISIDRO|SAN JOSECITO,3469
SAN JOSE|PEREZ ZELEDON|LA ESPERANZA,397
SAN JOSE|PEREZ ZELEDON|PLATANILLO,674
LIMON|GUACIMO|LOS ANGELES,650
CARTAGO|CENTRAL|QUIRCOT,4755
ALAJUELA|SAN CARLOS|ACAPULCO,249
ALAJUELA|SAN CARLOS|SUCRE,1285
PUNTARENAS|GOLFITO|PUERTO JIMENEZ,2587
LIMON|GUACIMO|VILLAFRANCA,1864
CARTAGO|EL GUARCO|ASUNCION (CANGREJAL),2105
ALAJUELA|OROTINA|CASCAJAL,304
PUNTARENAS|COTO BRUS|FILA PINAR,299
ALAJUELA|GRECIA|CATALUÑA,1213
LIMON|CENTRAL|VILLA DEL MAR,2653
LIMON|CENTRAL|BUFALO,786
ALAJUELA|CENTRAL|CEBADILLA,984
HEREDIA|SANTO DOMINGO|SOCORRO,731
LIMON|GUACIMO|BOSQUE,929
ALAJUELA|GRECIA|BAJO ROSALES,346
ALAJUELA|GRECIA|GRECIA,12109
CONSULADO|ECUADOR|QUITO,198
PUNTARENAS|CENTRAL|HLE. MIGUEL MORENO,28
PUNTARENAS|CENTRAL|RIO GRANDE,768
ALAJUELA|OROTINA|EL MASTATE,1694
ALAJUELA|SAN RAMON|HLE. SAN RAMON,34
SAN JOSE|ACOSTA|SEVILLA (CACAO),228
SAN JOSE|PEREZ ZELEDON|LAS JUNTAS DE PACUAR,1003
PUNTARENAS|GOLFITO|BOCA GALLARDO DE SANDALO,854
ALAJUELA|GRECIA|SAN ROQUE,4057
PUNTARENAS|CENTRAL|SAN BLAS,445
LIMON|TALAMANCA|BRIBRI (FIELDS),3622
HEREDIA|BARVA|PUENTE DE SALAS,3306
GUANACASTE|CAÑAS|CAÑAS,6648
SAN JOSE|PEREZ ZELEDON|ESPERANZA DE SAN PEDRO,802
LIMON|MATINA|SAN MIGUEL,396
LIMON|POCOCI|BANAMOLA,1626
PUNTARENAS|COTO BRUS|BRISAS,887
PUNTARENAS|BUENOS AIRES|SANTA MARTA,1237
CARTAGO|TURRIALBA|EL MORA,1945
SAN JOSE|PEREZ ZELEDON|CRISTO REY,238
LIMON|POCOCI|PATIO SAN CRISTOBAL,585
PUNTARENAS|CORREDORES|DARIZARA,1709
PUNTARENAS|GOLFITO|ESPERANZA,393
LIMON|POCOCI|LA MARAVILLA,932
ALAJUELA|SAN CARLOS|LA FORTUNA,5492
PUNTARENAS|COTO BRUS|CAÑAS GORDAS,734
HEREDIA|SARAPIQUI|COLONIA VILLALOBOS,674
PUNTARENAS|CORREDORES|RIO NUEVO,1989
PUNTARENAS|COTO BRUS|FILA GUINEA,541
ALAJUELA|POAS|SAN JUAN SUR,1901
ALAJUELA|SAN MATEO|LABRADOR,1082
SAN JOSE|ASERRI|BAJO DE PARRITA,93
SAN JOSE|ACOSTA|BAJO CACAO O CERDAS,436
ALAJUELA|SAN CARLOS|ALMENDROS,155
ALAJUELA|PALMARES|HLE. PALMARES,57
PUNTARENAS|GOLFITO|GEMELAS (RIO CLARO DE PAVON),449
SAN JOSE|DESAMPARADOS|GUADARRAMA,340
LIMON|SIQUIRRES|SAN ISIDRO (ALTO HEREDIANA),2164
ALAJUELA|CENTRAL|SAN ANTONIO DEL TEJAR,2814
ALAJUELA|NARANJO|ROSARIO (EL HOYO),2820
PUNTARENAS|BUENOS AIRES|SAN ANTONIO,299
SAN JOSE|LEON CORTES CASTRO|HIGUERON,152
ALAJUELA|SAN RAMON|SAN MARTIN (EL BOSQUE),767
